year,season_week,region,sales_channel,category,product,package_type,diet_label,unit_price_usd,calories_kcal,sugar_g,spice_index,discount_rate,units_sold,demand_segment,date_str,date
2022.0,4.0,south,convenience,food,stuffed pastry,can,low-sugar,6.28,418.0,0.1,1.9,9.3,2.0,low,2022-W04-1,2022-01-24
2025.0,3.0,west,wholesale,beverage,espresso,box,gluten-free,3.22,5.0,0.1,1.2,19.1,69.0,high,2025-W03-1,2025-01-20
2022.0,9.0,nan,convenience,beverage,sahlep,box,regular,4.83,266.1,23.3,3.3,12.2,23.0,low,2022-W09-1,2022-02-28
2022.0,11.0,east,online,food,stuffed pastry,cup,regular,5.3,487.5,3.4,2.2,19.6,43.0,high,2022-W11-1,2022-03-14
2024.0,4.0,north,convenience,food,roasted chestnuts,cup,regular,6.02,318.2,6.2,0.5,9.7,22.0,low,2024-W04-1,2024-01-29
2025.0,12.0,west,online,food,cinnamon cookies,bag,regular,4.53,425.4,31.3,3.7,18.6,37.0,medium,2025-W12-1,2025-03-24
2022.0,8.0,central,supermarket,food,cinnamon cookies,box,vegan,3.88,410.2,29.0,2.4,13.9,36.0,medium,2022-W08-1,2022-02-21
2023.0,3.0,west,convenience,food,creamy porridge,cup,regular,4.1,327.3,12.0,1.1,8.3,22.0,low,2023-W03-1,2023-01-16
2025.0,5.0,central,cafe,beverage,matcha latte,box,regular,6.68,177.6,9.8,0.0,7.4,15.0,low,2025-W05-1,2025-02-03
2025.0,1.0,central,supermarket,food,cinnamon cookies,cup,regular,4.62,434.2,27.6,3.0,10.3,29.0,medium,2025-W01-1,2025-01-06
2024.0,1.0,south,supermarket,beverage,herbal tea,cup,dairy-free,2.62,6.5,0.9,1.1,10.6,41.0,medium,2024-W01-1,2024-01-08
2022.0,5.0,west,convenience,beverage,sahlep,box,regular,4.13,287.8,24.2,2.6,9.6,24.0,medium,2022-W05-1,2022-01-31
2022.0,6.0,east,cafe,food,lentil soup,can,regular,5.58,232.9,4.9,3.7,9.0,23.0,low,2022-W06-1,2022-02-07
2022.0,11.0,central,supermarket,food,roasted chestnuts,bottle,regular,4.89,292.5,5.8,0.8,15.1,14.0,low,2022-W11-1,2022-03-14
2022.0,2.0,north,convenience,food,pumpkin soup,bag,regular,5.3,226.8,7.0,3.2,7.8,22.0,low,2022-W02-1,2022-01-10
2024.0,11.0,east,online,beverage,sahlep,box,regular,5.05,287.8,24.0,2.8,13.684544209762091,21.0,low,2024-W11-1,2024-03-18
2022.0,4.0,central,online,food,lentil soup,cup,regular,4.13,268.6,3.0,4.4,15.4,68.0,high,2022-W04-1,2022-01-24
2024.0,2.0,south,cafe,beverage,herbal tea,bowl,regular,3.26,5.0,4.4,0.8,6.3,29.0,medium,2024-W02-1,2024-01-15
2024.0,10.0,west,wholesale,beverage,chai tea,box,regular,3.81,166.8,13.3,7.2,24.3,70.0,high,2024-W10-1,2024-03-11
2024.0,11.0,south,online,beverage,ginger tea,bowl,low-sugar,3.0,23.9,3.2,5.4,21.2,57.0,high,2024-W11-1,2024-03-18
2022.0,8.0,central,online,beverage,spiced latte,bag,regular,3.64,217.6,23.4,4.4,18.2,65.0,high,2022-W08-1,2022-02-21
2025.0,2.0,central,online,beverage,espresso,bowl,regular,2.92,15.7,0.0,1.3,14.8,49.0,high,2025-W02-1,2025-01-13
2024.0,2.0,south,convenience,beverage,spiced latte,cup,regular,5.25,240.9,19.2,3.8,8.0,14.0,low,2024-W02-1,2024-01-15
2022.0,6.0,south,supermarket,beverage,herbal tea,box,vegan,2.26,5.0,2.6,0.0,12.3,73.0,high,2022-W06-1,2022-02-07
2022.0,13.0,west,wholesale,beverage,spiced latte,bag,low-sugar,4.58,166.2,10.5,4.1,26.7,102.0,high,2022-W13-1,2022-03-28
2025.0,4.0,west,online,beverage,spiced latte,cup,regular,4.85,237.9,18.4,3.4,16.2,42.0,high,2025-W04-1,2025-01-27
2023.0,3.0,central,supermarket,beverage,ginger tea,cup,regular,2.51,42.6,6.2,5.4,11.0,93.0,high,2023-W03-1,2023-01-16
2023.0,13.0,north,supermarket,beverage,mulled wine,box,regular,6.63,198.2,14.7,7.1,19.8,15.0,low,2023-W13-1,2023-03-27
2023.0,3.0,south,convenience,beverage,spiced latte,cup,regular,4.9,266.1,18.7,4.7,8.4,17.0,low,2023-W03-1,2023-01-16
2024.0,1.0,west,supermarket,beverage,herbal tea,cup,regular,2.26,15.9,5.5,1.5,10.3,31.0,medium,2024-W01-1,2024-01-08
2025.0,6.0,east,supermarket,food,gingerbread,box,regular,5.08,366.6,32.7,7.2,12.0,41.0,medium,2025-W06-1,2025-02-10
2025.0,9.0,north,cafe,beverage,herbal tea,box,regular,3.25,5.0,2.9,0.5,11.7,45.0,high,2025-W09-1,2025-03-03
2022.0,12.0,south,convenience,beverage,chai tea,bowl,regular,3.4,132.9,12.1,6.1,14.4,28.0,medium,2022-W12-1,2022-03-21
2024.0,13.0,central,online,food,beef stew,cup,regular,10.08,512.8,2.4,3.2,22.6,7.0,low,2024-W13-1,2024-04-01
2024.0,4.0,north,supermarket,beverage,spiced latte,bag,vegan,5.19,193.1,19.2,4.4,12.6,18.0,low,2024-W04-1,2024-01-29
2022.0,13.0,south,convenience,beverage,sahlep,cup,regular,4.33,254.9,27.3,2.1,14.1,32.0,medium,2022-W13-1,2022-03-28
2022.0,9.0,central,online,beverage,herbal tea,cup,gluten-free,2.01,38.7,0.0,1.7,18.6,88.0,high,2022-W09-1,2022-02-28
2023.0,1.0,north,supermarket,beverage,espresso,box,regular,2.69,10.4,0.0,1.9,10.5,31.0,medium,2023-W01-1,2023-01-02
2025.0,13.0,west,supermarket,beverage,herbal tea,bowl,low-sugar,3.18,5.1,5.3,0.0,17.5,33.0,medium,2025-W13-1,2025-03-31
2024.0,2.0,south,supermarket,beverage,ginger tea,box,gluten-free,2.66,48.6,6.1,4.9,10.7,55.0,high,2024-W02-1,2024-01-15
2025.0,8.0,central,online,food,baked potato,cup,regular,5.87,418.5,8.0,2.0,18.6,24.0,medium,2025-W08-1,2025-02-24
2025.0,11.0,west,supermarket,beverage,chai tea,bag,dairy-free,3.55,139.4,13.3,6.9,17.5,35.0,medium,2025-W11-1,2025-03-17
2023.0,4.0,central,online,food,stuffed pastry,bowl,regular,6.59,482.3,6.5,2.8,15.7,18.0,low,2023-W04-1,2023-01-23
2025.0,4.0,north,supermarket,beverage,hot chocolate,bowl,regular,4.93,242.4,27.3,3.9,11.7,62.0,high,2025-W04-1,2025-01-27
2022.0,7.0,east,cafe,beverage,hot chocolate,bag,gluten-free,4.7,252.1,29.5,1.7,8.7,64.0,high,2022-W07-1,2022-02-14
2022.0,12.0,west,supermarket,food,gingerbread,bottle,regular,4.22,403.6,33.0,5.3,14.3,53.0,high,2022-W12-1,2022-03-21
2025.0,3.0,south,online,food,lentil soup,bowl,regular,5.71,262.9,1.7,4.4,14.8,31.0,medium,2025-W03-1,2025-01-20
2025.0,9.0,south,convenience,food,beef stew,bowl,regular,4.943781855249744,516.0,2.2,2.7,12.7,3.0,low,2025-W09-1,2025-03-03
2022.0,6.0,north,online,beverage,chai tea,box,regular,3.24,167.5,16.0,6.4,16.4,61.0,high,2022-W06-1,2022-02-07
2024.0,2.0,central,cafe,beverage,herbal tea,box,regular,3.03,5.0,0.7,0.7,5.9,40.0,medium,2024-W02-1,2024-01-15
2024.0,10.0,west,supermarket,food,pumpkin soup,bowl,regular,5.41,227.0,7.9,1.7,13.7,22.0,low,2024-W10-1,2024-03-11
2025.0,11.0,west,convenience,beverage,hot chocolate,cup,regular,4.75,247.5,30.2,2.1,14.2,17.0,low,2025-W11-1,2025-03-17
2024.0,8.0,west,online,food,cinnamon cookies,cup,regular,4.79,409.0,34.4,2.5,18.7,75.0,high,2024-W08-1,2024-02-26
2023.0,3.0,east,online,beverage,spiced latte,bag,regular,4.23,195.5,17.0,5.7,15.3,56.0,high,2023-W03-1,2023-01-16
2023.0,6.0,east,online,food,lentil soup,bag,vegan,4.01,243.3,1.1,3.1,16.4,36.0,medium,2023-W06-1,2023-02-06
2024.0,7.0,west,online,food,lentil soup,cup,regular,5.03,233.8,2.0,3.8,17.8,45.0,high,2024-W07-1,2024-02-19
2025.0,8.0,north,cafe,beverage,spiced latte,bottle,regular,7.07,198.3,18.3,3.3,8.9,15.0,low,2025-W08-1,2025-02-24
2023.0,4.0,central,convenience,food,roasted chestnuts,box,gluten-free,6.52,344.8,6.9,0.4,8.9,15.0,low,2023-W04-1,2023-01-23
2023.0,7.0,west,online,beverage,mulled wine,box,low-sugar,6.16,197.6,6.7,6.4,17.5,29.0,medium,2023-W07-1,2023-02-13
2022.0,4.0,south,convenience,food,winter salad,cup,regular,5.17,190.0,4.4,0.8,9.3,14.0,low,2022-W04-1,2022-01-24
2024.0,9.0,east,convenience,food,cinnamon cookies,bowl,regular,5.5,373.2,29.7,3.2,11.1,33.0,medium,2024-W09-1,2024-03-04
2025.0,11.0,north,convenience,food,cinnamon cookies,cup,gluten-free,5.13,431.5,32.4,1.2,12.8,25.0,medium,2025-W11-1,2025-03-17
2022.0,9.0,central,cafe,food,winter salad,can,low-sugar,5.44,155.6,0.0,0.8,7.8,14.0,low,2022-W09-1,2022-02-28
2022.0,1.0,central,cafe,beverage,hot chocolate,cup,regular,4.53,248.2,25.8,1.7,5.9,16.0,low,2022-W01-1,2022-01-03
2024.0,13.0,central,supermarket,food,winter salad,cup,regular,4.66,179.7,1.9,1.7,15.4,29.0,medium,2024-W13-1,2024-04-01
2022.0,1.0,south,cafe,beverage,spiced latte,cup,regular,5.27,206.5,18.9,5.3,5.5,23.0,low,2022-W01-1,2022-01-03
2025.0,13.0,north,convenience,food,cinnamon cookies,bag,regular,5.12,418.2,28.0,3.0,14.1,38.0,meduim,2025-W13-1,2025-03-31
2023.0,1.0,north,online,food,winter salad,box,low-sugar,5.56,165.2,3.4,2.1,14.4,22.0,low,2023-W01-1,2023-01-02
2022.0,7.0,north,supermarket,food,cinnamon cookies,bag,regular,3.35,444.2,35.6,2.3,13.2,89.0,high,2022-W07-1,2022-02-14
2025.0,2.0,north,online,food,cinnamon cookies,can,regular,4.59,419.6,35.7,3.5,14.9,55.0,high,2025-W02-1,2025-01-13
2022.0,2.0,north,wholesale,beverage,herbal tea,bottle,regular,2.16,29.5,0.0,0.3,18.6,60.0,high,2022-W02-1,2022-01-10
2023.0,9.0,central,supermarket,beverage,apple cider,bottle,gluten-free,4.49,176.9,22.2,3.0,14.8,56.0,high,2023-W09-1,2023-02-27
2022.0,10.0,north,cafe,food,gingerbread,bowl,regular,5.29,402.0,27.8,3.1531090723751274,7.1,38.0,medium,2022-W10-1,2022-03-07
2022.0,2.0,north,convenience,beverage,ginger tea,bottle,gluten-free,3.51,5.0,3.3,4.4,8.5,43.0,high,2022-W02-1,2022-01-10
2022.0,13.0,central,wholesale,beverage,chai tea,box,regular,3.54,160.1,13.8,6.9,25.6,80.0,high,2022-W13-1,2022-03-28
2022.0,5.0,east,online,beverage,apple cider,box,regular,3.87,151.8,24.7,3.9,16.8,95.0,high,2022-W05-1,2022-01-31
2022.0,5.0,west,convenience,beverage,sahlep,box,regular,4.25,292.9,25.3,3.3,8.0,13.0,low,2022-W05-1,2022-01-31
2022.0,4.0,west,convenience,beverage,hot chocolate,cup,regular,3.63,222.5,26.4,2.0,8.4,60.0,high,2022-W04-1,2022-01-24
2024.0,6.0,central,online,beverage,mulled wine,can,dairy-free,6.42,161.1,16.3,6.0,18.1,26.0,medium,2024-W06-1,2024-02-12
2024.0,3.0,west,cafe,beverage,hot chocolate,cup,regular,5.22,275.6,23.1,2.4,8.3,43.0,high,2024-W03-1,2024-01-22
2023.0,6.0,east,supermarket,beverage,hot chocolate,cup,regular,3.28,222.8,26.3,1.5,13.9,60.0,high,2023-W06-1,2023-02-06
2023.0,3.0,west,cafe,beverage,mulled wine,bowl,regular,8.16,210.6,14.2,5.5,6.9,12.0,low,2023-W03-1,2023-01-16
2024.0,1.0,east,supermarket,food,pumpkin soup,can,regular,5.74,222.1,9.2,3.8,10.5,28.0,medium,2024-W01-1,2024-01-08
2025.0,5.0,south,online,beverage,herbal tea,bowl,regular,2.96,5.0,0.6,1.0,15.7,48.0,high,2025-W05-1,2025-02-03
2025.0,9.0,east,online,beverage,apple cider,cup,vegan,4.49,154.4,20.6,3.5,19.5,44.0,high,2025-W09-1,2025-03-03
2022.0,10.0,north,online,food,roasted chestnuts,bag,regular,4.05,316.6,6.6,1.1,16.9,27.0,medium,2022-W10-1,2022-03-07
2022.0,5.0,south,cafe,beverage,espresso,can,regular,2.44,5.0,1.4,0.9,6.3,28.0,medium,2022-W05-1,2022-01-31
2023.0,11.0,north,supermarket,food,gingerbread,box,regular,4.7,382.9,30.3,5.3,16.7,38.0,medium,2023-W11-1,2023-03-13
2024.0,9.0,south,online,beverage,matcha latte,cup,nan,5.78,196.7,13.4,0.8,18.1,83.0,high,2024-W09-1,2024-03-04
2023.0,11.0,central,cafe,beverage,espresso,box,regular,3.27,9.6,1.1,1.2,10.2,63.0,high,2023-W11-1,2023-03-13
2022.0,12.0,south,cafe,beverage,herbal tea,box,regular,2.16,5.0,2.8,1.5,10.5,26.0,medium,2022-W12-1,2022-03-21
2023.0,11.0,west,supermarket,food,stuffed pastry,box,vegan,6.35,471.2,4.5,2.6,13.2,27.0,medium,2023-W11-1,2023-03-13
2024.0,13.0,central,wholesale,food,lentil soup,box,vegan,5.06,252.1,3.7,4.1,22.7,68.0,high,2024-W13-1,2024-04-01
2022.0,6.0,north,supermarket,beverage,apple cider,can,low-sugar,3.5,137.4,14.7,4.5,12.2,56.0,high,2022-W06-1,2022-02-07
2025.0,6.0,west,convenience,food,cinnamon cookies,box,regular,5.53,433.4,29.6,3.1,8.5,30.0,medium,2025-W06-1,2025-02-10
2022.0,5.0,south,online,food,pumpkin soup,bowl,regular,5.63,217.0,13.0,4.3,15.9,32.0,medium,2022-W05-1,2022-01-31
2025.0,4.0,north,cafe,food,beef stew,cup,vegan,4.943781855249744,483.4,0.0,3.9,6.2,1.0,low,2025-W04-1,2025-01-27
2022.0,10.0,west,wholesale,food,winter salad,cup,regular,4.28,213.3,5.2,2.1,23.5,42.0,high,2022-W10-1,2022-03-07
2025.0,10.0,central,convenience,beverage,herbal tea,box,regular,2.78,9.7,0.0,0.9,12.6,39.0,medium,2025-W10-1,2025-03-10
2025.0,11.0,south,supermarket,beverage,ginger tea,bowl,regular,2.96,33.5,10.8,4.6,12.9,58.0,high,2025-W11-1,2025-03-17
2025.0,3.0,east,cafe,beverage,ginger tea,can,gluten-free,3.06,27.7,4.8,6.0,6.2,28.0,medium,2025-W03-1,2025-01-20
2025.0,7.0,south,supermarket,beverage,mulled wine,bag,regular,6.75,211.2,14.9,6.5,15.2,9.0,low,2025-W07-1,2025-02-17
2025.0,3.0,east,cafe,food,baked potato,bowl,regular,8.1,400.6,3.2,3.4,5.9,10.0,low,2025-W03-1,2025-01-20
2024.0,12.0,west,nan,food,creamy porridge,bottle,regular,6.13,282.2,10.2,2.3,11.3,14.0,low,2024-W12-1,2024-03-25
2025.0,4.0,west,wholesale,food,cinnamon cookies,bottle,regular,4.75,407.8,31.3,4.0,19.9,56.0,high,2025-W04-1,2025-01-27
2022.0,2.0,west,supermarket,food,lentil soup,bowl,regular,4.28,283.9,3.7,4.4,11.3,69.0,high,2022-W02-1,2022-01-10
2024.0,8.0,north,online,food,pumpkin soup,box,regular,5.53,235.0,1.2,3.7,18.1,35.0,medium,2024-W08-1,2024-02-26
2024.0,12.0,west,supermarket,food,cinnamon cookies,bowl,regular,5.18,415.4,32.1,1.6,14.7,40.0,medium,2024-W12-1,2024-03-25
2025.0,12.0,west,online,food,creamy porridge,can,low-sugar,5.13,233.2864837398374,5.5,1.6,19.7,14.0,low,2025-W12-1,2025-03-24
2023.0,5.0,north,supermarket,beverage,sahlep,bowl,regular,4.61,275.2,26.9,2.6,12.2,37.0,medium,2023-W05-1,2023-01-30
2024.0,2.0,east,cafe,beverage,spiced latte,box,dairy-free,7.07,198.6,16.1,4.8,5.5,27.0,medium,2024-W02-1,2024-01-15
2023.0,5.0,east,online,beverage,mulled wine,cup,regular,6.47,195.9,17.8,6.3,17.3,15.0,low,2023-W05-1,2023-01-30
2022.0,7.0,north,online,beverage,spiced latte,box,gluten-free,4.43,195.0,15.2,4.7,18.4,93.0,high,2022-W07-1,2022-02-14
2023.0,4.0,south,online,beverage,spiced latte,can,regular,5.25,210.1,19.7,5.5,15.2,41.0,medium,2023-W04-1,2023-01-23
2023.0,1.0,east,convenience,food,stuffed pastry,cup,regular,6.69,475.6,4.7,0.1,7.4,11.0,low,2023-W01-1,2023-01-02
2022.0,7.0,west,cafe,beverage,spiced latte,bowl,regular,5.81,179.6,15.4,4.9,8.0,30.0,medium,2022-W07-1,2022-02-14
2023.0,1.0,south,online,food,winter salad,bowl,regular,4.96,176.6,5.6,1.8,14.3,25.0,medium,2023-W01-1,2023-01-02
2023.0,3.0,central,online,food,cinnamon cookies,can,regular,4.33,414.5,35.1,3.9,14.5,27.0,medium,2023-W03-1,2023-01-16
2023.0,1.0,east,supermarket,food,pumpkin soup,box,regular,5.45,238.5,9.4,4.0,10.4,22.0,low,2023-W01-1,2023-01-02
2023.0,2.0,west,supermarket,food,beef stew,cup,regular,8.62,486.8,6.3,4.4,10.8,13.0,low,2023-W02-1,2023-01-09
2024.0,6.0,east,supermarket,food,cinnamon cookies,cup,regular,4.22,413.1,30.4,2.7,11.4,34.0,nan,2024-W06-1,2024-02-12
2023.0,12.0,east,supermarket,beverage,spiced latte,bottle,regular,6.1,201.3,20.3,4.8,15.9,57.0,high,2023-W12-1,2023-03-20
2025.0,11.0,west,wholesale,beverage,spiced latte,bottle,dairy-free,5.53,218.9,15.1,5.2,25.0,66.0,high,2025-W11-1,2025-03-17
2025.0,2.0,central,supermarket,beverage,chai tea,bowl,regular,4.07,139.2,14.5,6.5,11.2,30.0,medium,2025-W02-1,2025-01-13
2023.0,1.0,east,cafe,beverage,herbal tea,box,low-sugar,2.65,41.5,1.0,0.5,5.4,15.0,low,2023-W01-1,2023-01-02
2023.0,5.0,east,online,beverage,apple cider,bowl,regular,4.74,171.9,23.5,3.4,14.9,30.0,medium,2023-W05-1,2023-01-30
2024.0,9.0,west,wholesale,food,stuffed pastry,cup,regular,6.01,462.6,6.6,1.2,23.1,31.0,medium,2024-W09-1,2024-03-04
2025.0,10.0,west,wholesale,beverage,sahlep,bottle,regular,5.35,284.3,22.4,2.9,22.8,44.0,high,2025-W10-1,2025-03-10
2024.0,11.0,north,cafe,beverage,sahlep,cup,regular,5.84,273.6,25.9,2.5,10.8,14.0,low,2024-W11-1,2024-03-18
2025.0,5.0,east,supermarket,food,lentil soup,bowl,regular,6.29,275.5,7.8,3.7,13.8,26.0,medium,2025-W05-1,2025-02-03
2024.0,3.0,east,online,food,cinnamon cookies,cup,low-sugar,4.39,362.4,16.3,2.2,15.0,63.0,high,2024-W03-1,2024-01-22
2024.0,1.0,central,convenience,beverage,chai tea,can,regular,4.03,125.2,10.0,6.9,7.0,21.0,low,2024-W01-1,2024-01-08
2023.0,2.0,east,cafe,beverage,espresso,box,vegan,3.34,13.1,1.3,1.7,5.6,19.0,low,2023-W02-1,2023-01-09
2024.0,1.0,east,online,beverage,spiced latte,bowl,regular,6.13,232.1,17.3,4.0,14.5,35.0,medium,2024-W01-1,2024-01-08
2022.0,12.0,central,supermarket,beverage,herbal tea,cup,regular,2.11,5.0,0.7,0.1,15.6,63.0,high,2022-W12-1,2022-03-21
2024.0,4.0,east,supermarket,food,stuffed pastry,bottle,regular,6.32,494.7,7.2,2.7,11.1,23.0,low,2024-W04-1,2024-01-29
2025.0,11.0,north,convenience,beverage,chai tea,bowl,dairy-free,5.0,131.9,11.9,5.5,9.7,18.0,low,2025-W11-1,2025-03-17
2022.0,8.0,north,cafe,food,roasted chestnuts,can,regular,4.85,306.1,6.4,1.6,8.3,21.0,low,2022-W08-1,2022-02-21
2024.0,8.0,north,cafe,foood,creamy porridge,cup,regular,4.8,256.0,9.8,2.5,7.2,20.0,low,2024-W08-1,2024-02-26
2022.0,6.0,north,cafe,beverage,hot chocolate,box,regular,4.91,212.5,31.2,3.1,8.2,22.0,low,2022-W06-1,2022-02-07
2024.0,11.0,east,online,food,pumpkin soup,can,regular,5.33,219.6,9.1,4.0,18.4,26.0,medium,2024-W11-1,2024-03-18
2022.0,1.0,west,supermarket,beverage,hot chocolate,can,dairy-free,3.57,229.2,23.0,2.5,10.4,61.0,high,2022-W01-1,2022-01-03
2025.0,2.0,west,online,food,lentil soup,cup,low-sugar,6.13,250.6,0.0,5.6,14.7,33.0,medium,2025-W02-1,2025-01-13
2022.0,6.0,north,convenience,beverage,espresso,bottle,vegan,3.29,5.0,0.5,0.0,10.0,28.0,medium,2022-W06-1,2022-02-07
2025.0,6.0,east,supermarket,beverage,sahlep,bottle,dairy-free,5.63,248.9,19.6,2.2,12.8,51.0,high,2025-W06-1,2025-02-10
2025.0,8.0,north,supermarket,beverage,herbal tea,cup,vegan,3.5,5.0,0.0,1.6,13.9,48.0,high,2025-W08-1,2025-02-24
2024.0,10.0,central,online,beverage,sahlep,bowl,regular,5.33,280.6,25.4,2.3,18.9,27.0,medium,2024-W10-1,2024-03-11
2025.0,8.0,north,online,beverage,sahlep,can,regular,5.01,284.2,25.5,3.4,17.6,47.0,high,2025-W08-1,2025-02-24
2025.0,4.0,west,supermarket,beverage,herbal tea,box,regular,2.63,5.0,0.2,1.0,11.2,110.0,high,2025-W04-1,2025-01-27
2025.0,5.0,south,online,beverage,hot chocolate,bag,regular,3.8,256.2,28.6,2.1,15.7,48.0,high,2025-W05-1,2025-02-03
2023.0,10.0,west,online,beverage,apple cider,cup,regular,4.14,148.8,22.4,3.6,18.0,39.0,medium,2023-W10-1,2023-03-06
2024.0,3.0,east,cafe,food,lentil soup,cup,regular,5.44,244.3,5.3,3.6,7.3,31.0,medium,2024-W03-1,2024-01-22
2022.0,7.0,west,supermarket,food,creamy porridge,box,dairy-free,4.01,287.8,10.5,1.0,11.8,38.0,medium,2022-W07-1,2022-02-14
2024.0,8.0,south,supermarket,food,lentil soup,bag,dairy-free,4.87,268.9,0.0,4.2,13.2,93.0,high,2024-W08-1,2024-02-26
2022.0,10.0,central,supermarket,food,stuffed pastry,box,regular,5.2,467.6,5.5,1.5,14.8,30.0,medium,2022-W10-1,2022-03-07
2024.0,10.0,east,convenience,food,creamy porridge,cup,vegan,5.19,288.2,10.6,2.1,11.1,12.0,low,2024-W10-1,2024-03-11
2024.0,7.0,west,supermarket,food,lentil soup,cup,regular,5.71,276.7,3.1,4.5,14.4,46.0,high,2024-W07-1,2024-02-19
2023.0,5.0,central,cafe,beverage,hot chocolate,cup,regular,5.23,278.6,28.1,2.8,7.1,20.0,low,2023-W05-1,2023-01-30
2024.0,5.0,central,wholesale,food,winter salad,box,regular,4.7,183.8,7.7,0.2,20.1,33.0,medium,2024-W05-1,2024-02-05
2025.0,6.0,nan,cafe,beverage,mulled wine,bowl,regular,9.0,212.2,16.2,4.8,8.5,11.0,low,2025-W06-1,2025-02-10
2025.0,3.0,south,supermarket,food,gingerbread,can,regular,4.42,408.6,33.3,5.6,12.2,48.0,high,2025-W03-1,2025-01-20
2024.0,9.0,south,cafe,beverage,hot chocolate,bowl,regular,5.86,229.1,30.5,4.0,11.1,31.0,meduim,2024-W09-1,2024-03-04
2024.0,3.0,south,supermarket,food,beef stew,cup,regular,9.72,520.5,2.7,4.1,11.3,12.0,low,2024-W03-1,2024-01-22
2025.0,9.0,east,supermarket,food,cinnamon cookies,bowl,regular,4.27,396.9,31.6,2.2,14.1,50.0,high,2025-W09-1,2025-03-03
2022.0,10.0,central,supermarket,food,baked potato,cup,low-sugar,5.23,373.5,0.0,2.6,14.7,40.0,medium,2022-W10-1,2022-03-07
2022.0,13.0,central,supermarket,beverage,herbal tea,bowl,regular,2.31,5.0,0.3,1.5,16.3,28.0,medium,2022-W13-1,2022-03-28
2022.0,2.0,east,online,food,creamy porridge,box,regular,4.48,302.7,7.0,0.4,14.7,20.0,low,2022-W02-1,2022-01-10
2024.0,10.0,west,supermarket,beverage,apple cider,bowl,regular,4.831910592802493,146.5,22.5,4.8,16.1,34.0,medium,2024-W10-1,2024-03-11
2023.0,2.0,central,online,food,lentil soup,bottle,regular,5.03,254.8,4.3,3.9,15.0,46.0,high,2023-W02-1,2023-01-09
2025.0,5.0,central,supermarket,beverage,herbal tea,box,regular,3.24,19.6,2.5,0.9,12.3,51.0,high,2025-W05-1,2025-02-03
2024.0,3.0,north,supermarket,food,beef stew,bowl,regular,4.943781855249744,517.8,6.1,3.2,10.8,8.0,low,2024-W03-1,2024-01-22
2023.0,3.0,east,wholesale,beverage,mulled wine,cup,regular,5.76,156.4,15.9,6.8,19.4,24.0,medium,2023-W03-1,2023-01-16
2025.0,3.0,central,online,food,gingerbread,cup,regular,5.04,376.6,35.0,5.1,14.5,48.0,high,2025-W03-1,2025-01-20
2025.0,1.0,south,cafe,food,cinnamon cookies,bowl,vegan,6.75,380.1,30.9,1.4,5.4,8.0,low,2025-W01-1,2025-01-06
2023.0,11.0,east,supermarket,food,beef stew,cup,regular,8.62,524.4,0.1,3.4,14.1,19.0,low,2023-W11-1,2023-03-13
2023.0,1.0,central,online,food,stuffed pastry,cup,regular,5.77,479.1,4.8,0.6,14.5,23.0,low,2023-W01-1,2023-01-02
2023.0,6.0,central,online,food,gingerbread,cup,regular,4.13,394.6,29.2,5.4,18.5,70.0,high,2023-W06-1,2023-02-06
2022.0,10.0,central,online,beverage,spiced latte,cup,regular,4.3,195.8,19.3,5.6,19.5,39.0,medium,2022-W10-1,2022-03-07
2022.0,13.0,west,online,food,gingerbread,can,regular,4.48,394.4,27.9,6.0,22.9,43.0,high,2022-W13-1,2022-03-28
2025.0,12.0,south,online,food,beef stew,bowl,regular,4.943781855249744,511.5,2.3,3.9,20.7,8.0,low,2025-W12-1,2025-03-24
2023.0,2.0,south,supermarket,beverage,apple cider,cup,regular,3.94,139.5,21.6,4.2,11.3,26.0,medium,2023-W02-1,2023-01-09
2023.0,13.0,east,supermarket,food,roasted chestnuts,bowl,regular,5.85,353.4,6.0,2.9,19.7,23.0,low,2023-W13-1,2023-03-27
2024.0,9.0,east,online,food,roasted chestnuts,cup,regular,5.45,354.7,8.8,0.8,17.1,28.0,medium,2024-W09-1,2024-03-04
2024.0,3.0,east,online,beverage,ginger tea,cup,regular,3.08,52.1,7.4,5.8,15.0,55.0,high,2024-W03-1,2024-01-22
2025.0,6.0,west,online,beverage,spiced latte,cup,regular,5.78,199.0,20.6,4.5,17.4,26.0,medium,2025-W06-1,2025-02-10
2025.0,12.0,east,supermarket,beverage,spiced latte,box,regular,5.62,231.2,17.3,5.5,15.5,35.0,medium,2025-W12-1,2025-03-24
2023.0,6.0,west,supermarket,food,roasted chestnuts,bag,gluten-free,5.09,331.1,9.5,1.2,13.0,22.0,low,2023-W06-1,2023-02-06
2023.0,3.0,south,supermarket,beverage,espresso,can,low-sugar,3.06,16.4,0.0,2.4,11.3,35.0,medium,2023-W03-1,2023-01-16
2025.0,12.0,south,online,food,baked potato,cup,dairy-free,6.3,384.4,0.6,1.9,18.4,33.0,medium,2025-W12-1,2025-03-24
2024.0,13.0,north,online,beverage,hot chocolate,cup,regular,3.98,236.0,25.3,3.0,23.2,60.0,high,2024-W13-1,2024-04-01
2025.0,13.0,north,wholesale,beverage,apple cider,cup,regular,3.57,116.4,22.0,4.2,21.8,36.0,medium,2025-W13-1,2025-03-31
2022.0,13.0,central,online,beverage,sahlep,box,regular,4.59,274.6,26.6,2.5,21.4,34.0,medium,2022-W13-1,2022-03-28
